@dataValueAttribs												
precip	0	9999	mm									
@dataSetAttribs												
missingDataVal	-9999											
dataStart	01.01.1985 00:00											
dataEnd	31.12.2006 00:00											
tres	d											
@statAttribVal												
name	Chaurikhark	Sallery	Pakarnas	Chialsa	Aisealukhar	Okhaldunga	Manebhanjyang	Kuruleghat	Sirwa	station_9	station_10	station_14
17.06.1987 00:00	14.3	1	16	0	0	0	4	0	0	8.252654076	2.889337301	7.551006794
18.06.1987 00:00	0.2	2	0	2.4	0	20.4	12	0	7.5	2.178350449	0.187641516	1.494283319
19.06.1987 00:00	0.5	1	0	4.2	0	0.1	0	0	0	0.494569451	0.635786533	4.764900208
20.06.1987 00:00	8.7	28	4	0	0	0	0	0	4.2	4.717120647	1.777622938	5.536798477
21.06.1987 00:00	6.3	5.2	16	21.2	25	56.1	40.3	11.9	55.4	12.18323517	7.792071819	9.371139526
22.06.1987 00:00	15	14	6	10.5	5.5	25.5	14	18.3	21	10.87743378	4.690216541	9.763735771
23.06.1987 00:00	20.5	10	13	5	16.4	11	31.5	55.6	14.2	16.34969711	5.529304504	13.88550186
24.06.1987 00:00	57	10	9.5	17	25	23.8	0	14	17	30.28644753	11.56740189	29.43370247
25.06.1987 00:00	48	20.1	0	23	4.8	2.5	0	0	3.5	25.61133194	9.532932281	24.86805153
26.06.1987 00:00	5.5	1	0	2.5	0	0.4	0	0	2.1	2.937499046	1.087468386	4.248888016
27.06.1987 00:00	7	0	0	0	14.3	0.8	0	0	0	3.617059708	1.40363884	3.757956028
28.06.1987 00:00	10.7	2	0	0.5	0	2.8	1.2	0	2.2	5.805860519	5.967556	5.830674648
29.06.1987 00:00	4.6	1.5	7	6.5	0	6.6	18.5	2.3	2.3	5.963938713	2.980238914	4.500094414
30.06.1987 00:00	5.2	0	5.5	2.5	25.6	11.9	26.3	28	6.5	7.298903465	1.832708478	5.416059017
01.07.1987 00:00	6.2	2	26	25.1	20.4	0	38.9	40.9	42.8	10.9992609	1.752557755	9.527175903
02.07.1987 00:00	6.3	22	0	0	4	6.8	5.1	35.6	22.4	4.46028614	1.317881823	5.112847805
03.07.1987 00:00	16	8.5	16	9.5	84.3	40	40.6	26.8	25.6	15.84558868	4.449467659	13.60555744
04.07.1987 00:00	54	7.5	0	0	0	2.8	0	0	38.7	28.05339432	10.42936802	25.57692909
05.07.1987 00:00	8.3	25.5	9	40	6.1	0	0	0	38.9	5.91292429	2.194609404	7.563417912
06.07.1987 00:00	11	9.5	4	2	0	9.6	7.4	3.5	40.4	7.90171051	5.676024914	7.569658279
07.07.1987 00:00	32	21	0	5.5	0	0	0	0	19.2	17.44132805	10.30933762	18.02541351
08.07.1987 00:00	26.5	7.5	11	15.1	8.5	10.3	7	17	10.3	15.70446491	8.157308578	16.39014435
09.07.1987 00:00	19	36	25	41.5	29.4	7.4	0	8.6	9.6	12.04236984	8.819660187	14.45288086
10.07.1987 00:00	27	4	0	7	10.6	1.6	0	6	2.6	14.52007961	8.880602837	13.72330093
11.07.1987 00:00	8.7	22	40	10.2	2.7	0.5	0	0	14.9	5.727811337	5.43995285	5.621054173
12.07.1987 00:00	24.3	4	0	29.1	9.1	1	0	0	0	13.44556713	6.572752476	12.8143034
13.07.1987 00:00	15	6	0	2.5	40.2	1.4	0	0	2.3	8.043401718	4.942099094	8.414886475
14.07.1987 00:00	17.8	11	0	6.5	5	0	0	0	4.3	9.42725563	4.508524418	8.903608322
15.07.1987 00:00	14	0	0	3.1	0	3.4	3.1	1.3	3.5	7.750936985	2.86504817	7.402676105
16.07.1987 00:00	5.5	4	0	6	24.6	0.2	0	0	10.1	3.051491499	1.067677379	5.328325748
17.07.1987 00:00	14.3	34	49	32.9	1.9	23.5	0	0	10.2	8.649503708	3.554064751	10.79059029
18.07.1987 00:00	17.5	29	44	42.1	22	8.4	10.1	17.3	15.4	12.22529984	4.050459862	12.75884914
19.07.1987 00:00	32	14	0	3.2	15.4	1.2	25	0	15.8	20.71380234	6.311731815	19.42003822
20.07.1987 00:00	14.3	22	0	7.5	6.3	0.7	0	0	16.6	7.806289196	8.770428658	8.492215157
21.07.1987 00:00	12.7	16	40	22.5	0	40.5	5.6	0	24.5	8.470748901	9.192040443	9.198016167
22.07.1987 00:00	30	0	20	20.1	24.6	41.9	8	3	25.9	17.39971542	11.37402534	18.604702
23.07.1987 00:00	14	16	36	29.5	15.5	14	10.5	4.5	30.1	11.31776333	12.37939835	12.36974335
24.07.1987 00:00	41	65	38	47.5	21.3	23.3	20.1	45	45.5	26.0410614	10.98343468	25.72800446
25.07.1987 00:00	7.8	32	45	53.5	0	80	46.3	52.9	35.7	14.69738865	11.86440182	14.50787258
26.07.1987 00:00	9	28	18	9.2	99	16.7	22	13.8	12.3	9.111463547	7.413471222	9.672179222
27.07.1987 00:00	9.3	9	24	6	0	0	0	0	3.4	4.979772568	3.936059237	5.799724579
28.07.1987 00:00	31	25	25	22.5	14.6	1.4	0	0	6.6	16.14173126	9.193780899	17.03632164
29.07.1987 00:00	3.7	2	15	3.6	23	4.8	5.2	0	6.7	3.07202363	6.300051212	3.253767729
30.07.1987 00:00	27	32	18	26.5	46.4	36.2	0	3.2	26.5	14.51161385	8.049699783	14.83394432
31.07.1987 00:00	7	17	25	8.9	78	15.2	18.3	0	29.5	7.265929699	4.598027229	7.082484722
01.08.1987 00:00	8.7	8	5	11.5	14.5	14.5	0	6.8	17.9	4.98314476	7.993545532	5.997620583
02.08.1987 00:00	28	10	18	11.5	56.4	10.6	0	20.4	9	14.67415333	9.568256378	14.45088196
03.08.1987 00:00	12.5	4.5	0	21.1	9.1	8.5	0	11.5	16.1	6.862436771	2.750914097	7.631550789
04.08.1987 00:00	10.5	0	0	5.7	7.2	5.1	0	8.2	1.2	5.276007652	1.971518755	5.639259338
05.08.1987 00:00	3.2	2.5	0	2.5	14.5	0.4	0	5.2	0	1.642945528	0.596183598	3.261529922
06.08.1987 00:00	12	0	7	0	9.7	0	0	0	5.3	5.985973835	2.486694336	7.183985233
07.08.1987 00:00	1.3	0	9	0	0	6.7	0	0	5.3	0.812974274	1.218994975	0.783709586
08.08.1987 00:00	0	10	6	0	0	0.6	0	0	18.9	0.305631876	3.085673571	2.182870388
09.08.1987 00:00	20	4	20	10.1	28.3	1.2	0	0.5	28.9	10.36673546	6.235832214	11.12435341
10.08.1987 00:00	42	2	31	4.7	46.4	22.8	16.5	61.9	28.7	23.75127029	9.113070488	24.45131493
11.08.1987 00:00	60.5	50	15	21	59	69.6	26.3	108	40.4	34.99274063	15.51651001	33.20638657
12.08.1987 00:00	12	15	18	21.2	43.4	23.6	40	39.1	13.5	13.67489052	6.929262161	12.45334625
13.08.1987 00:00	19	13	16.4	21	16.3	35	36.3	73.3	32.8	16.93670082	8.132183075	14.20321083
14.08.1987 00:00	9	3	0	22	19	20.7	5.2	14.3	11.2	5.999258041	3.18093133	6.067392349
15.08.1987 00:00	0.5	0	0	0	0	0.1	0.3	0	43.4	0.518304765	1.099449873	0.419663459
16.08.1987 00:00	0	0	0	0	0	0.5	0	0	0	4.06E-05	0.989138961	0.11798083
17.08.1987 00:00	7	0	0	5.5	0	0.1	0	0	8.5	3.693460941	2.508265018	4.130833626
18.08.1987 00:00	13.4	2	0	11.1	4.9	8.2	0	0	33	7.05872488	3.707569361	7.586303234
19.08.1987 00:00	12.3	31	0	7	17.6	0	0	0	25.9	7.555241585	9.081734657	7.470506668
20.08.1987 00:00	6	3	41	38.1	0	7.2	40	0.6	11.6	11.55875778	3.742735863	10.74797821
21.08.1987 00:00	5.5	18	4.4	6.5	0	26.6	0	0	24.8	3.187494993	2.64586091	3.499034643
22.08.1987 00:00	0.8	0	5.5	2	18.5	2	0	0	9.4	0.844740748	3.44980216	1.001983523
23.08.1987 00:00	0	6	0	0	0	0	0	0	0	0.211302891	5.02213192	0.787628472
24.08.1987 00:00	51.3	3	0	8	0	0	0	0	0	26.85891342	20.13582039	24.84735107
25.08.1987 00:00	1	0.5	0	7.7	0	0	0	0	0	0.757809877	0.757521749	1.029528499
26.08.1987 00:00	16.5	2	0	3.6	0	7.7	0	1.7	7.4	8.454846382	11.05192757	9.147497177
27.08.1987 00:00	6	3	23	9.7	14.6	36.5	0	6.4	15.9	3.929708004	9.28600502	4.367821693
28.08.1987 00:00	30.5	35	20	14	0	6	0	0	0	16.34099579	9.784246445	16.39054298
29.08.1987 00:00	14	0	4	0	0	0	0.5	0	0	7.077584267	3.928591251	6.800760746
30.08.1987 00:00	7.2	0	1	1	9.4	0	10.8	0.7	0	5.821947098	3.648144007	4.61347723
31.08.1987 00:00	6.4	22	6	8.2	12.5	17.9	5	0	0	4.44006443	1.802545667	5.322720528
01.09.1987 00:00	46.5	10	6.4	11.5	22.4	6.8	6.1	11.9	12.3	24.94388008	9.157147408	24.67836952
02.09.1987 00:00	61.3	7.5	15	3.5	39.5	42.5	11.4	7.6	10.2	33.30942917	12.58091927	32.4090538
03.09.1987 00:00	37.5	0	10	0	0	3.2	0	0	15.4	19.24762726	7.566286564	18.2586174
04.09.1987 00:00	17	29	32.4	41.7	12.5	25.5	12.3	41.4	40.4	12.7239151	4.928945541	14.52412796
05.09.1987 00:00	21	23	25	9.2	14.6	1.6	0	11.8	9.8	11.78136158	8.463507652	12.148983
06.09.1987 00:00	1.7	9.4	4.8	13.7	0	0.3	0	0	9.7	1.81031251	4.524059772	2.797313213
07.09.1987 00:00	5.5	8.4	5.6	9.1	0	3.4	0	0	2.5	3.321409225	1.730996728	3.303938866
08.09.1987 00:00	26	13	39.6	30.7	9	20.4	12.3	23.3	38.9	17.27760696	6.896775246	16.99413681
09.09.1987 00:00	5.3	2	10	2	0	1.5	5	1	6.8	3.822976112	1.218702555	3.318543196
10.09.1987 00:00	3.3	0	0	1.1	94.3	0	0	4.8	33.5	2.104183674	0.974376738	1.892578006
11.09.1987 00:00	6	13	3	10.5	0	1.4	5.5	0.5	5.6	5.849310398	9.2638731	4.380548954
12.09.1987 00:00	14.3	22	0	10	4.3	18.2	20	28.3	14.4	12.83213997	11.97209072	10.64593506
13.09.1987 00:00	6.6	0	28	22.5	39.4	5.1	4.5	6	7.7	5.467457294	5.181316853	5.467058182
14.09.1987 00:00	6	0	0	0	0	0	0	0	16.3	3.330344439	2.540235281	3.142352581
15.09.1987 00:00	1.3	0	0.4	1.2	0	0	0	0	4.2	0.773235023	0.277677685	1.355379701
16.09.1987 00:00	0.1	0	1.4	10.5	1.9	23.5	0	0	6.1	0.453626961	0.084056959	0.60790354
17.09.1987 00:00	1	0	1	0	7.5	1.7	0	0	2.5	0.577326715	0.21186538	0.629585922
18.09.1987 00:00	0	0	1.4	0	0	0.3	0	0	0	0.008562375	0.001614087	0.020111892
19.09.1987 00:00	0	1.4	0	0	0	0	0	0	0	0.011135061	0.003413931	1.295582414
20.09.1987 00:00	4.1	14.2	24	10	0	0	12.3	0	0	4.977067471	1.354894042	4.457285404
21.09.1987 00:00	3.8	9.4	0	2.4	24.3	0	0	0	3.2	2.285746574	0.856552064	3.812917233
22.09.1987 00:00	27	51.4	35	2.5	96	34.3	20	19.8	5.3	19.85411835	8.31805706	19.21344566
23.09.1987 00:00	0.1	3.5	0	2.7	17	7.5	5.5	1.5	0	1.145062804	0.180967242	1.240943313
24.09.1987 00:00	4.1	4	0	15	9.6	0.6	0	0	5.2	2.947092772	1.410431147	5.534710407
25.09.1987 00:00	18.2	6	29	9.5	0	6.1	0	0	0	11.06556511	4.164233208	13.18503284
26.09.1987 00:00	6	0	0	0	13	0	0	0	0	3.492257357	1.348245859	4.563173294
27.09.1987 00:00	3.7	0	0	0.5	40.5	0	0	0	0	2.194375277	0.840234756	3.098136902
28.09.1987 00:00	2	0	0	0	14.3	0	0	0	0	1.181005955	0.455469787	1.530262828
29.09.1987 00:00	3.5	0	0	0	12.4	15.7	0	2	0	2.073468685	0.802006066	2.291609049
30.09.1987 00:00	2	0	0	0	0	0	0	0	0	1.187064171	0.461122632	1.235673785
01.10.1987 00:00	0	0	0	0	0	0	0	0	0	8.47E-04	1.20E-05	6.36E-05
02.10.1987 00:00	3	0	0	0	2.4	0	0	0	0	1.798579931	0.699892342	1.67212379
03.10.1987 00:00	0	0	0	0	0	0	0	0	0	0.002647391	4.14E-04	0.67004621
04.10.1987 00:00	2.1	0	0	0	0	0	0	0	0	1.269958854	0.495391965	1.17993021
05.10.1987 00:00	0	0	0	0.7	15	0	6.5	0	0	1.200826526	0.431462407	0.93807447
06.10.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
07.10.1987 00:00	0	0	0	0	0	0	0	0	0	2.41E-05	0	5.97E-04
08.10.1987 00:00	0	0	0	0	0	0	0	0	0	0.005669966	0.035965178	0
09.10.1987 00:00	12.4	1.5	0	1	0	0	0	0	0	7.687670708	3.039408922	7.194200993
10.10.1987 00:00	0	0	0	0	0	0	0	0	0	0.024474833	0.10840182	1.132740378
11.10.1987 00:00	0	0	0	0	0	0	0	0	0	0	6.38E-06	1.15E-06
12.10.1987 00:00	0	0	0	0	0	0	0	0	0	8.24E-06	2.23E-05	2.06E-04
13.10.1987 00:00	0	0	0	0	0	0	0	0	0	4.96E-04	7.69E-05	0.126444846
14.10.1987 00:00	0	0	0	0	0	0.1	0	0	0	3.02E-04	4.63E-05	0.076117799
15.10.1987 00:00	0	0	0	0	0	0	0	0	0	4.98E-04	7.74E-05	0.127257198
16.10.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
17.10.1987 00:00	0	0	0	0	0	0	0	0	0	0	0.077551782	0.009382182
18.10.1987 00:00	1.7	0	0	3.2	0	0.1	0	0.3	0	1.444083452	2.305302382	1.338910818
19.10.1987 00:00	41.5	32	15	27.2	8.4	36.4	20	69	20.5	40.00589752	77.96570587	31.05879974
20.10.1987 00:00	37	86.5	35.8	96.7	160	140	25.5	242	70.4	34.59886551	26.32083511	41.6774826
21.10.1987 00:00	0	0	0	0	0	0	0	0	0	0.003151509	4.91E-04	0.808573067
22.10.1987 00:00	0	0	0	0	0	0	0	0	0	3.41E-04	5.12E-05	0.08461903
23.10.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
24.10.1987 00:00	0	0	0	0	0	0	0	0	0	0.002356037	3.68E-04	0.605631828
25.10.1987 00:00	0	0	0	0.9	0	0	0	0	0	0.029558644	0.005869575	0.049031362
26.10.1987 00:00	0	3	0	0	0	0.5	0	0	0	0.032644324	0.006712793	0.069951765
27.10.1987 00:00	0	1	0	2.7	0	0	0	0	2.9	0.11614567	0.020004651	0.17497097
28.10.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	1.13E-07
29.10.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	2.44E-06
30.10.1987 00:00	0	0	0	0	0	0	0	0	0	0.00260424	4.08E-04	0.671521366
31.10.1987 00:00	0	0	0	0	0	0	0	0	0	0.012771379	0.071328126	0.454974115
01.11.1987 00:00	0	0	0	0	0	0	0	0	0	0.001151541	1.80E-04	0.297170222
02.11.1987 00:00	0	0	0	0	0	0	0	0	0	0.001050348	1.65E-04	0.271151543
03.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
04.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
05.11.1987 00:00	0	0	0	0	0	0	0	0	0	9.09E-04	1.34E-05	6.82E-05
06.11.1987 00:00	0	0	0	0	0	0	0	0	0	9.08E-04	1.34E-05	6.82E-05
07.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
08.11.1987 00:00	0	0	0	0	0	0	0	0	0	4.54E-04	6.71E-06	3.41E-05
09.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
10.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
11.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
12.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
13.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
14.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
15.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
16.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
17.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
18.11.1987 00:00	0	0	0	0	0	0	0	0	0	4.52E-04	6.69E-06	3.40E-05
19.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
20.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
21.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
22.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
23.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
24.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
25.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
26.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
27.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
28.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
29.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
30.11.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
01.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
02.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
03.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
04.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
05.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
06.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
07.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
08.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
09.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
10.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
11.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
12.12.1987 00:00	0.5	11	0	0	0	0	0	0	0	2.388000727	13.22676945	0.541959405
13.12.1987 00:00	15.5	0	12	5.3	22	10.3	0	0	12.5	10.17102718	3.929160833	10.38230896
14.12.1987 00:00	2.2	0	0	0	0	0	0	0	0	1.388776183	0.55082494	1.94975841
15.12.1987 00:00	0	0	0	0	0	0	0	0	0	2.46E-05	0	6.21E-04
16.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
17.12.1987 00:00	0	0	0	0	0	0	0	0	0	9.89E-06	0	2.49E-04
18.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
19.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
20.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
21.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
22.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
23.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
24.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
25.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
26.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
27.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
28.12.1987 00:00	0	0	0	0	0	0	0	0	0	5.04E-06	0	1.27E-04
29.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
30.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
31.12.1987 00:00	0	0	0	0	0	0	0	0	0	0	0	0
01.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
02.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
03.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
04.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
05.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
06.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
07.01.1988 00:00	0	11	0	0	13	0	0	0	0	0.059274446	0.023736423	0.484996051
08.01.1988 00:00	0	0	0	4.1	14.5	1	0	0	0	0.159821689	0.027638273	0.567252994
09.01.1988 00:00	0	0	0	0	2.1	0	0	0	0	8.99E-04	4.48E-07	0.002579948
10.01.1988 00:00	4	0	0	0	0	0	0	0	0	2.485767126	0.988547027	2.309448481
11.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
12.01.1988 00:00	0	0	0	0	0	0	0	0	0	0.44254601	2.870985508	0
13.01.1988 00:00	0	0	0	0	0	0	0	0	0	0.518568635	3.363843441	0
14.01.1988 00:00	0	0	0	0	0	0	0	0	4	0.064824343	0.266000062	0.005138611
15.01.1988 00:00	2.5	0	0	0	0	0	0	0	0	1.55077076	0.616650879	1.441653967
16.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
17.01.1988 00:00	0	0	0	0	0	0	0	0	0	1.50E-04	5.18E-07	0
18.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
19.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
20.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
21.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
22.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
23.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
24.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
25.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
26.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
27.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
28.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
29.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
30.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
31.01.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
01.02.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
02.02.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
03.02.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
04.02.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
05.02.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
06.02.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
07.02.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
08.02.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
09.02.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
10.02.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
11.02.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
12.02.1988 00:00	0	0	0	0	0	0	0	0	0	0.010013922	0.06463255	0
13.02.1988 00:00	0	0	0	0	0	0	1	0	0	0.75546509	3.78651166	0.670168102
14.02.1988 00:00	0	7	0	0	0	0.2	0	0.6	0	0.241409674	1.340719104	0.802634895
15.02.1988 00:00	3.1	0	5	3.7	0	3.5	0	2.7	10.5	2.921941757	5.370373726	3.409660339
16.02.1988 00:00	0	0	0	0	25	0	0	0	0	0.022120571	0.032447189	0.031023959
17.02.1988 00:00	0	0	0	0	0	0	0	0	0	0.01063193	0.064790823	0.157920897
18.02.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
19.02.1988 00:00	0	0	0	0	0	0	0	0	0	3.67E-04	1.27E-06	0
20.02.1988 00:00	0	0	0	0	0	0	0	0	0	3.16E-04	4.96E-05	0.081680372
21.02.1988 00:00	4	3	0	0	0	0	0	0	0	2.558881283	1.11135602	2.941588879
22.02.1988 00:00	0	0	0	4.2	0	0.2	0	0	2.6	0.329638332	1.097005486	0.387039572
23.02.1988 00:00	0	11	0	0	0	0	0	0	0	0.208129555	1.028033018	0.253037959
24.02.1988 00:00	6	0	0	6	8	9.5	0	17.5	5.5	4.505836487	4.404272079	4.526091099
25.02.1988 00:00	8	0	9	0	0	0	0	0	0	5.118914604	2.026932001	6.763480186
26.02.1988 00:00	7	0	0	0	0	0	0	0	0	4.418022156	1.762255669	4.204748631
27.02.1988 00:00	0	0	0	0	0	0	0	0	0	0.002833492	4.44E-04	0.731766284
28.02.1988 00:00	0	5.1	0	0	0	0	0	0	4.6	0.529883683	3.126438856	0.122757338
29.02.1988 00:00	8	0	0	0	7.2	3	18	3	0	8.958481789	7.776508331	6.871377945
01.03.1988 00:00	0	0	5	0	0	0	0	0	0	0.031343207	0.006145384	0.068193682
02.03.1988 00:00	0	0	0	0	0	0	0	0	0	0.141123936	0.90955627	0.209228098
03.03.1988 00:00	0	0	0	0	0	0	0	0	0	0.002471835	3.88E-04	0.638761044
04.03.1988 00:00	0	0	0	0	0	0	0	0	0	1.15E-05	0	2.91E-04
05.03.1988 00:00	0	0	0	0	0	0	0	0	0	0.002830048	4.17E-04	0.685276091
06.03.1988 00:00	0	2	5	3.7	0	0	0	0	0.2	0.213648856	0.035631649	0.418704331
07.03.1988 00:00	0	0	0	0	0	0	0	0	0	0.001841198	9.58E-05	0.116203986
08.03.1988 00:00	0	0	0	0	0	0	0	0	4.9	0.030442383	0.032684322	0.005893874
09.03.1988 00:00	7.2	18	25	5.2	0	0	0	0	20.5	5.984545231	7.443538666	7.247662544
10.03.1988 00:00	0	0	0	14.6	15	11.3	16.5	22.5	16.9	3.410581112	0.176013261	3.141455889
11.03.1988 00:00	1.5	0	0	0	0	0	0	0	0	1.005806565	0.82932663	0.871326149
12.03.1988 00:00	7	20	0	0	0	0.2	0	0	0	5.069991589	5.75810051	4.746264458
13.03.1988 00:00	12.7	0	0	9	10.4	8.6	5	8.2	20	9.432614326	4.511695385	10.06835461
14.03.1988 00:00	0	0	16	0	0	0	0	0.2	0	0.554206252	2.954282284	1.337240815
15.03.1988 00:00	0	0	0	0	0	0	0	0.6	0	8.71E-09	4.20E-06	0
16.03.1988 00:00	0	0	0	0	0	0	0	0	0	0	2.49E-06	0
17.03.1988 00:00	0	0	0	0	0	0	0	0	0	3.81E-05	6.23E-06	9.59E-04
18.03.1988 00:00	0	0	0	0	0	0	0	0	0	0.170705631	1.11076355	2.81E-04
19.03.1988 00:00	0	15	0	0.7	17.3	0	0	0	0	0.638009131	3.507011175	1.714779258
20.03.1988 00:00	14	0	14	13.2	0	9.5	14.5	16.8	16	13.06440353	11.2719698	12.79909325
21.03.1988 00:00	0	0	0	0	0	0	0	0	0	0.015600098	0.098286517	0.13133423
22.03.1988 00:00	0	0	0	0	0	0	0	0	0	5.58E-04	8.68E-05	0.143243924
23.03.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
24.03.1988 00:00	0	0	0	0	0	0	0	0	0.6	0.041210983	0.066070706	0.002820489
25.03.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
26.03.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
27.03.1988 00:00	0	0	0	0	0	0	0	0	0	0.931934714	6.058073521	0
28.03.1988 00:00	0	0	0	0	0	0	0	0	0	7.36E-04	1.17E-04	0.190039456
29.03.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
30.03.1988 00:00	0	0	0	0	0	0	0	0	0	2.30E-04	3.60E-05	0.059337575
31.03.1988 00:00	0	0	0	0	0	0	0	0	0	0.14910233	0.960056782	0.320317894
01.04.1988 00:00	0	0	0	0	0	0	0	0	0	0.102169536	0.662975371	0
02.04.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
03.04.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
04.04.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
05.04.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
06.04.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
07.04.1988 00:00	0	0	0	0	0	0	0	0	0	0	0	0
08.04.1988 00:00	0	0	0	0	0	0	0	0	0	6.61E-05	0	0.001660665
