@dataValueAttribs												
precip	0	9999	mm									
@dataSetAttribs												
missingDataVal	-9999											
dataStart	01.01.1985 00:00											
dataEnd	31.12.2006 00:00											
tres	d											
@statAttribVal												
name	Chaurikhark	Sallery	Pakarnas	Chialsa	Aisealukhar	Okhaldunga	Manebhanjyang	Kuruleghat	Sirwa	station_9	station_10	station_14
10.11.1995 00:00	92	65	91	69.59892252	55	45.2	45.3	82.3	0	73.97251892	63.80041122	67.2514801
11.11.1995 00:00	15	87	123	88.99727468	34.7	36.4	46.5	70.7	0	20.04572868	5.538116455	19.88879395
12.11.1995 00:00	0	35	0	22.92092704	0	0	0	0	0	0.227304205	0.053146556	0.874680698
13.11.1995 00:00	0	0	0	0	0	0	0	0	0	6.67E-05	2.02E-05	0.001681348
14.11.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
15.11.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
16.11.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
17.11.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
18.11.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
19.11.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
20.11.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
21.11.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
22.11.1995 00:00	0	0	0	0	0	0	0	0	0	1.03E-04	1.99E-10	0.002587663
23.11.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
24.11.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
25.11.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
26.11.1995 00:00	0	0	0	0	0	0	0	0	0	1.61E-04	2.19E-10	0.002850475
27.11.1995 00:00	0	0	0	0	0	0	0	0	0	1.27E-04	2.46E-10	0.003205214
28.11.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
29.11.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
30.11.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
01.12.1995 00:00	0	0	0	0	0	0	0	0	0	6.01E-05	8.16E-11	0.001061792
02.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
03.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
04.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
05.12.1995 00:00	0	0	0	0	0	0	0	0	0	7.40E-05	1.01E-10	0.001306936
06.12.1995 00:00	0	0	0	0.424406202	0	0	0	0	15.2	0.083854385	3.09E-04	0.022248665
07.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
08.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
09.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
10.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
11.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
12.12.1995 00:00	0	0	0	0	0	0	0	0	0	1.54E-04	2.09E-10	0.002720585
13.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
14.12.1995 00:00	0	0	0	0	0	0	0	0	2	0.011039486	4.38E-05	0.002920343
15.12.1995 00:00	0	0	0	0	0	0	0	0	0	0.003803892	1.79E-04	0.372943997
16.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
17.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
18.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
19.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
20.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
21.12.1995 00:00	0	0	0	0	0	0	0	0	0	3.40E-05	4.63E-11	6.02E-04
22.12.1995 00:00	0	0	0	0	0	0	0	0	0	2.03E-05	0	5.21E-06
23.12.1995 00:00	1.2	0	0	0	0	0	0	0	0	0.828185201	0.662018657	0.697971404
24.12.1995 00:00	0	0	0	0	0	0	0	0	0	0.006215577	2.86E-04	0.598285139
25.12.1995 00:00	0	12	0	7.858603558	0	0.1	0	0	0	0.841652095	5.346981049	1.780983448
26.12.1995 00:00	12.5	0	16	4.171203857	0	21.6	23.2	0	0	12.34449673	3.157298803	10.93540764
27.12.1995 00:00	0	0	0	0.70367318	13	0	0	18	1.2	0.012985909	2.63E-05	0.021372896
28.12.1995 00:00	0	0	0	0	0	0	0	0	0	1.91E-05	2.60E-11	3.38E-04
29.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
30.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
31.12.1995 00:00	0	0	0	0	0	0	0	0	0	0	0	0
01.01.1996 00:00	0	0	0	0	0	0	0	0	0	0.00165042	7.78E-05	0.162089661
02.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
03.01.1996 00:00	0	0	0	0	0	0	0	0	0	0.15079473	0.981322885	0.001370493
04.01.1996 00:00	2	0	1	0.28824164	0	0.5	0	0	0	1.308446527	0.478362083	1.172839165
05.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
06.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
07.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
08.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
09.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
10.01.1996 00:00	0	0	0	0	0	0	0	0	5.3	0.051307917	0.14285399	0.010565119
11.01.1996 00:00	0	0	0	0	0	0	0	0	0.05	0	0	0
12.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
13.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
14.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
15.01.1996 00:00	0	0	0	0	0	0	0	0.3	0	0.688284993	5.121397018	0.076580748
16.01.1996 00:00	18.5	0	40	12.2534892	41	34.2	21	39.3	0	17.02311134	10.20760059	14.7121067
17.01.1996 00:00	1	30	0.4	20.0447024	5.4	1.7	17.5	0	0	4.127367973	0.627238929	6.701529026
18.01.1996 00:00	0	0	0	0	0	0	0	0	0	0.027720738	0.001307406	2.723635674
19.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
20.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
21.01.1996 00:00	0	0	0	0	0	0	0	0	0	7.48E-06	8.36E-06	1.31E-04
22.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
23.01.1996 00:00	0	0	0	0	0	0	0	0	0.05	0	0	0
24.01.1996 00:00	0	0	0	0	0	0	0	0	0	1.47E-05	4.45E-06	2.60E-04
25.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
26.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
27.01.1996 00:00	0	0	0	0.435574786	0	0	0	0	15.6	0.086711206	3.21E-04	0.023285599
28.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
29.01.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
30.01.1996 00:00	0	0	0	0	0	0	0	0	0.05	4.33E-06	5.89E-12	7.66E-05
31.01.1996 00:00	0	0	0	0	0	0	0	0	0	1.53E-07	1.99E-05	0
01.02.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
02.02.1996 00:00	0	0	0	0	0	0	0	0	0	1.86E-05	2.53E-11	3.29E-04
03.02.1996 00:00	3.5	0	0	0	0	0	0	0	0	2.251048565	0.837449729	2.036066771
04.02.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
05.02.1996 00:00	0	0	0	0	0	0	0	0	5.4	0.061881766	0.206392586	0.00809791
06.02.1996 00:00	0	0	0	0	0	0	0	0	0.05	0.005304938	0.034383498	0
07.02.1996 00:00	0	0	0	0	0	0	0	0	0	4.04E-05	1.12E-07	0
08.02.1996 00:00	0	0	0	0	0	0	0	0	0	0.196306676	1.271373153	2.44E-04
09.02.1996 00:00	1.5	1.5	1	1.259268049	0	0.05	0	0	0	1.04139185	0.707971632	1.509714127
10.02.1996 00:00	0	0	0	0	0	0	0.05	0	0	0.585168302	3.779577494	0.162654608
11.02.1996 00:00	4.5	2.5	0	4.256791775	0	0.05	4	0	0	4.437532425	6.621331692	3.939897299
12.02.1996 00:00	0	3	0	1.966046963	0	3.8	0	2	0.05	0.021658318	0.04144673	0.080426127
13.02.1996 00:00	0	0	4	0.972181994	0	0	0	0	0	0.03809097	0.003856547	0.069703512
14.02.1996 00:00	0	0	0	0	0	0	0	0	0.05	9.49E-05	1.29E-10	0.001678858
15.02.1996 00:00	0	0	0	0.463496247	0	0	0	0	16.6	0.091677859	3.38E-04	0.024730163
16.02.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
17.02.1996 00:00	0	0	0	0	0	0	0	0	0	2.96E-08	3.87E-06	0
18.02.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
19.02.1996 00:00	2	0	0	0.609209646	0	0	0	0	20.2	1.763114691	2.65410471	3.875368118
20.02.1996 00:00	0	0	0	0	0	0	0	0	0	0.558769941	2.996755362	2.305492878
21.02.1996 00:00	0	0	0	0	0	0	0	2.3	0	0.013554757	6.39E-04	1.329621077
22.02.1996 00:00	0	0	0	0	0	0	0	0	0	0.018351177	0.103358604	2.45E-04
23.02.1996 00:00	0	0.5	0	0.606656421	0	0	0	0	10	0.057847045	9.56E-04	0.028552731
24.02.1996 00:00	0	0	0	0	0	0	0	0	0.05	0.074376076	0.482528299	2.48E-04
25.02.1996 00:00	0	1	0	0.65488363	0	0.05	0	3.4	0	0.240936697	1.518523574	0.091629066
26.02.1996 00:00	3.5	1.5	2	1.547509689	0	3.8	0	1.4	0	2.842561722	4.353382587	2.460072756
27.02.1996 00:00	0	3.5	2.5	2.89970645	0	1.2	0	1.3	0	0.103619747	0.267818034	0.856777608
28.02.1996 00:00	0	0	0	0	0	0	0	0	5	0.027004087	9.96E-05	0.007421936
29.02.1996 00:00	0	0	0	0	0	0	0	0	0	2.77E-05	4.44E-11	5.77E-04
01.03.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
02.03.1996 00:00	0	0	0	0	0	0	0	0	0	6.16E-06	0	0
03.03.1996 00:00	0	0	0	0	0	0	0	0	0.05	0.138069138	0.898241222	0
04.03.1996 00:00	0	6.5	0	4.256743594	0	0	0	0	0	0.220784292	1.115745902	0.164041683
05.03.1996 00:00	0	0	1	0.243045498	0	1.2	0	0	0	0.009145104	0.073761545	0.025345255
06.03.1996 00:00	0	0	0	0	0	1.4	0	0	0	0.002025271	1.81E-05	0.002144411
07.03.1996 00:00	0	0	0	0	0	0	0	0	0	0.0223838	0.10382542	6.81E-04
08.03.1996 00:00	0	10	0	7.012798363	9	0	0	0	0	0.494861573	1.78134656	0.859642148
09.03.1996 00:00	0	0	0	0	0	0	0	0	0	0.012959526	6.09E-04	1.269251347
10.03.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
11.03.1996 00:00	0	0	4	0.972181994	0	3.8	0	0	0	0.036144774	0.003648191	0.065556385
12.03.1996 00:00	3	0	6	2.093131948	11	0.1	0	0	0	1.972158313	0.723107517	2.185464621
13.03.1996 00:00	0	0	0	0	0	0.4	0	3.2	0	0.039077774	4.61E-04	0.20856519
14.03.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
15.03.1996 00:00	0	0	0	0	0	0	0	0	0	8.65E-04	3.09E-05	0.063959792
16.03.1996 00:00	0	0	0	0	0	0	0	0	0	0.107276991	0.665964603	0.127735958
17.03.1996 00:00	0	0	0	0	0	0	0	0	0	0.012468005	4.45E-04	0.921277761
18.03.1996 00:00	0	0	0	0	0	0	0	0	0	0.01668098	0.105261803	0
19.03.1996 00:00	0	0	0	0	0	0	0	0	0	0.005573434	0.035109691	1.61E-04
20.03.1996 00:00	0	0	0	0	0	0	0	0	0	0.01147955	0.070268005	0.005627478
21.03.1996 00:00	0	0	0	0	0	0	0	0	0	0.039048143	0.246122047	7.60E-04
22.03.1996 00:00	0	0	0	0	0	0	0	0	0.05	0.21198602	1.337171316	0.001553059
23.03.1996 00:00	3	0	0	0	0	0	0	0	0	3.031250477	5.62244463	2.408854008
24.03.1996 00:00	0	5	0	3.414025452	0	0	0	0	5	0.501735449	1.841219544	0.284814715
25.03.1996 00:00	2	4.2	2	3.281798383	0	4.6	0.92806543	0	0	1.744726062	0.540536225	2.940793276
26.03.1996 00:00	1.9	0	0	0	0	0.1	0	0	0	1.93018496	3.935166359	2.742794275
27.03.1996 00:00	0	0	0	0	0	0.5	0	0	0	0.002618288	8.81E-05	0.182898372
28.03.1996 00:00	0	0	0	0	0	0	0	0	0	2.37E-05	2.59E-09	4.63E-04
29.03.1996 00:00	0	0	0	0	0	0	0	0	0.05	0.072592266	7.83E-05	0.001528745
30.03.1996 00:00	0	0	0	0	0	0	0	0	0	0.159201235	0.426655173	1.081324577
31.03.1996 00:00	0	1.2	3	1.875856235	7	3.4	0.768156237	0	0	0.323248863	0.8964203	5.545863152
01.04.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
02.04.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
03.04.1996 00:00	0	0	0	0	0	0	0	0	0	0.017072935	0.107180081	5.57E-04
04.04.1996 00:00	6	0	0	0	0	0	0	0	0	4.256106853	1.378894567	3.763436556
05.04.1996 00:00	0	0	0	0	0	0	0	0	0	0.079993211	0.50196147	0.001465958
06.04.1996 00:00	0	0	0	0	0	0	0	0	0	0.051593021	0.323299944	0.001671711
07.04.1996 00:00	0	0	0	0	0	0	0	0	0	0.011470878	0.0719852	0
08.04.1996 00:00	0	0	0	0	0	0	0	0	0	0.021060567	0.10833165	0.280040175
09.04.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
10.04.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
11.04.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
12.04.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
13.04.1996 00:00	0	0	0	0	0	0	0	0	0.05	0	0	0
14.04.1996 00:00	0	0	0	0	0	0	0	0	0	0.052790146	0.340180606	0
15.04.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
16.04.1996 00:00	0	0	0	0	0	0	0	0	0	0	0	0
17.04.1996 00:00	0	0	0	0	0	0	0	0	0	0.256297112	1.740229964	0.177147552
18.04.1996 00:00	4	0	0	0	0	0.05	0	0	0	2.542348385	1.32771039	2.4387784
19.04.1996 00:00	0	1.5	0	0	0	0	0	0	0	0.007133667	0.00316392	0.033894055
20.04.1996 00:00	1	0	0	0	0	0	0	0	11.1	0.682440281	0.24633199	0.73418951
21.04.1996 00:00	0	5	0	0	0	0	0	0	0	0.045647323	0.115218334	1.587461948
22.04.1996 00:00	0	0	0	0	0	0	0	0	0	0.061884642	0.38195011	0.618751407
23.04.1996 00:00	0	0	0	0	0	0	0	5.3	0	0.01430848	0.070088133	0.883372664
24.04.1996 00:00	4	0	0	0	0	0.4	2.5	0	0	3.421850443	4.339871883	3.74700141
25.04.1996 00:00	5	0	2	0	19.9	0.2	0	0	0	3.288686752	2.24178195	3.545084
26.04.1996 00:00	3	0	0	5.2	0	0.05	0	0	0.05	2.041371584	0.768640459	2.141976357
27.04.1996 00:00	0	0	0	0	0	5.4	40	0	0.05	6.501653671	0.178544655	3.723668098
28.04.1996 00:00	3	0	0	0	0	0	0	0	1.3	1.862998962	0.732466698	1.729861975
29.04.1996 00:00	0	4.5	8	92.5	32	25.4	2	0	0.05	3.50438571	0.631734371	6.126588345
30.04.1996 00:00	0	0	0	1.2	0	0	2.1	2.3	0	0.415305257	0.018020257	0.961939037
01.05.1996 00:00	1	0	26	1	22.4	30	20	20	0	4.256040096	1.115351796	3.219461679
02.05.1996 00:00	0	0	0	0	0	1	3	2.8	20.2	0.615652382	0.014515844	0.923683703
03.05.1996 00:00	0	0	0	0	0	0	0	0	0.05	1.80E-04	3.66E-06	5.48E-07
04.05.1996 00:00	0	0	0	0	0	0	0	0	0	0.011385817	8.07E-04	1.168830514
05.05.1996 00:00	0	0	0	0	0	0	0.05	0	0	0.001264159	1.75E-04	0.29144448
06.05.1996 00:00	0	0	0	0	0	0.05	0	0	0	0.002845287	4.30E-04	0.708666682
07.05.1996 00:00	4	0	0	0	0	0.05	10	0	0	4.019244194	0.999388695	3.519307613
08.05.1996 00:00	0	0	14	1.2	55	27.4	0	3	10.1	0.255917698	0.025775665	0.44459179
09.05.1996 00:00	0	0	0	0	0	0	0	0	11	0.092050798	0.216503382	0.213375911
10.05.1996 00:00	0	0	0	0	0	0	0	0	0	0.120738775	0.757893145	0.506553173
11.05.1996 00:00	0	0	2	0	0	0	0	0	0.05	0.411306977	2.531995535	0.027270727
12.05.1996 00:00	0	0	15	20.5	0	15	17.5	14.3	5.2	3.613857985	0.442637891	3.578810215
13.05.1996 00:00	0	0	0	0	0	0	0	0	2.5	0.132876888	0.761492193	0.161005735
14.05.1996 00:00	4	0	2	2.5	0	0	0	0	5	2.777307987	2.691856384	2.818730354
15.05.1996 00:00	1	0	0	0	0	0	0	0	0.05	0.646488309	0.52301836	1.419867754
16.05.1996 00:00	0	0	0	0	0	0	0	0	15.1	0.079398356	6.05E-04	0.311594069
17.05.1996 00:00	10	0	4	0	0	0.3	0	0	0	6.29165411	4.742426395	6.599889278
18.05.1996 00:00	0	0	0	0	0	0.3	0	0	0	0.002351674	3.48E-04	0.573709965
19.05.1996 00:00	9	0	0	0	0	0	0	0	0	5.332948208	2.739239693	5.749078751
20.05.1996 00:00	0	0	0	4	0	1.4	0	0	0	0.178249553	0.31856817	0.877480865
21.05.1996 00:00	0	0	0	0	0	0	0	0	16.5	0.111502767	0.18378599	0.018784905
22.05.1996 00:00	0	0	10	13.5	0	9.4	4.7	8.3	0	1.288480997	0.117182598	1.275208354
23.05.1996 00:00	0	0	0	0	11	0.05	0	0	0	0.005079786	2.01E-05	0.011551112
24.05.1996 00:00	0	0	0	0	0	1	0	0	0	0.04619744	6.57E-04	0.003482276
25.05.1996 00:00	0	0	0	0	0	0	0	0	0.05	2.65E-04	3.32E-05	0.055820275
26.05.1996 00:00	0	0	0	8.7	66	0.1	0	8	14	0.37700659	0.054555222	0.681381881
27.05.1996 00:00	0	0	0	0	7.5	0	0	0	10.5	0.161481947	0.00195957	0.337628633
28.05.1996 00:00	0	10.5	0	0	0	0.8	0	0	7.1	0.132701203	0.317432225	1.322477221
29.05.1996 00:00	0	0	8	0	0	4.5	0.05	13	13.2	0.17711173	0.011647706	2.309281349
30.05.1996 00:00	9	0	0	0	0	7.2	2	8.5	0.05	5.3038764	1.978575349	5.636484146
31.05.1996 00:00	14	15.5	0	5.4	0	0.1	14.2	5.8	0	10.26628685	3.376419067	10.38423824
01.06.1996 00:00	20	0	0	0	0	0.8	5.5	1.5	12	11.91710854	4.442424297	11.74395657
02.06.1996 00:00	20.5	10.5	0	0	57	3.4	11.5	8.5	10.5	13.5693779	6.64921236	13.31032467
03.06.1996 00:00	7	0	3	0	0	2.6	5	0	1.2	4.645309448	1.49981761	4.988529205
04.06.1996 00:00	10.5	2	0	5	25.5	11	13.5	20.2	5.6	8.280547142	3.830015898	7.396347046
05.06.1996 00:00	5	0	6	0	0	1.2	5.3	2.3	0.05	3.870367527	2.876279116	4.159240246
06.06.1996 00:00	0	0	0	0	0	0.05	0.5	2	0	0.320383638	1.507928848	0.624847054
07.06.1996 00:00	0	0	0	0	0	0	0	0	10.1	0.09185797	0.001223531	0.663970113
08.06.1996 00:00	0	0	6	12	0	5.4	0	0	5	0.437703252	0.078958012	1.407945037
09.06.1996 00:00	0	0	5	0	0	3.2	0	0	11.1	0.097306557	0.0061586	0.07783635
10.06.1996 00:00	0	0	0	0	0	0	0	0	2.3	0.025850298	0.452246785	0.630727947
11.06.1996 00:00	0	2	0	3	0	14.6	66.5	10.1	15.5	10.796978	0.589691997	6.785554409
12.06.1996 00:00	0	0	12	0	0	2.2	0	0	1.2	0.126709759	0.014793466	0.9785344
13.06.1996 00:00	6	0	0	0	0	0	3	0	16	3.750234604	1.226387382	3.611082315
14.06.1996 00:00	0	4	0	0	90	33.1	32	8.3	12.2	5.301404953	0.147484004	3.719310522
15.06.1996 00:00	4	9.5	7	14	45	1.4	3.5	11.9	0.05	3.263307333	0.926624835	3.945260763
16.06.1996 00:00	3.2	4.5	0	1	37.1	26.6	13.7	50.9	12.2	4.054671288	0.793221533	5.229503632
17.06.1996 00:00	6	1	11	12	0	0.5	0.05	0	16	3.80142355	1.592965841	4.78698349
18.06.1996 00:00	5	1.5	3	10.5	0	9.8	0	0	6.2	2.990763903	2.3352561	4.26632452
19.06.1996 00:00	1	0.5	7	2.8	44	0.6	0	0	5.4	0.704680741	0.223540649	0.948860586
20.06.1996 00:00	20	2	8	0	9.7	9.4	0.05	0	12	10.61572742	4.207425117	10.06746101
21.06.1996 00:00	6.5	1.5	28	22	15.1	52	11.3	17	20.2	6.331342697	1.905335426	6.71975565
22.06.1996 00:00	15	21.5	44	49.8	24.5	73	36.5	11.5	14.5	16.25471115	6.934290886	16.76852989
23.06.1996 00:00	81	7	2	14.7	13.4	11.6	0.05	9.7	63.2	43.01640701	17.25805092	39.76992035
24.06.1996 00:00	51	9	7	18	25	29	28.5	28	40.4	32.27086258	12.85425472	28.73475456
25.06.1996 00:00	48.5	20	44	25	45	10.4	5.4	4.7	30.2	27.29584694	10.10806465	26.76313591
26.06.1996 00:00	36	53	127	61	37	60.2	24.3	38	60.1	25.98886108	8.141350746	25.34557152
27.06.1996 00:00	82	9	16	39.3	19	13	50.4	1.5	6.2	51.99411774	25.94911003	50.38866425
28.06.1996 00:00	27.5	21	6	4.1	25.4	6.2	15.2	1	16.1	17.02535439	14.8077879	18.94408035
29.06.1996 00:00	16.5	14	22	18	17.5	9.1	37.5	31	5	15.80843735	5.659132004	13.64525223
30.06.1996 00:00	29.8	10.5	32	38.5	48	12.1	39.2	0	19.4	23.99287987	10.75979424	23.52673721
01.07.1996 00:00	22.2	6.1	18	31	65	21.8	41.1	29	0.05	19.42358208	5.694499969	18.37084198
02.07.1996 00:00	4.5	12.5	14	2	30.1	1	0	1.5	20.2	2.779411554	0.99859643	2.826345205
03.07.1996 00:00	5	2	0	0	9	0	0	0	40.2	2.797187328	1.004753113	2.744027853
04.07.1996 00:00	3	6	0	0	12.5	0.05	0	2.8	0.05	1.564349413	0.584885895	1.577293038
05.07.1996 00:00	10.9	9.5	0	0	5.4	0	0	0	60.1	5.956494331	2.101296425	7.481964588
06.07.1996 00:00	6.3	7	8	0	14	13.6	0	1.6	1	3.554372072	1.601038933	4.416787624
07.07.1996 00:00	13	8	12	0	23.3	6.8	0	0	12.2	7.227613926	4.808104038	6.856884003
08.07.1996 00:00	10.2	13	1	13	7.5	1	0	0	19.3	5.791505814	5.843494892	6.744306564
09.07.1996 00:00	41.5	3	12	7.5	0.9	9.4	0	0	15.2	23.23685265	25.76573181	22.94498825
10.07.1996 00:00	40.5	14	1	0	27.6	0.6	0	0	22.1	21.73249054	15.6070528	20.01610947
11.07.1996 00:00	92	24	90	32	100.8	2.6	5	4.9	30.2	49.49088669	20.07219505	48.17166519
12.07.1996 00:00	36.5	31	5	19	1.4	13	15.2	14.2	15.3	21.84165764	8.969902039	22.63393402
13.07.1996 00:00	31	17	56	28	15	17	25.7	91.4	11	21.29352379	6.617007256	21.10039902
14.07.1996 00:00	36	27	64	53.5	105	41.6	48.3	53.5	14.2	28.57064247	8.113550186	27.76558304
15.07.1996 00:00	30	24	38	37	35.5	27.8	39.4	43.2	10.2	23.38587952	9.680449486	21.66544151
16.07.1996 00:00	25.5	24	24	24.5	47	8	5.4	5.1	15.2	14.91441917	8.697757721	15.21627712
17.07.1996 00:00	20.5	17	28	27	26	11.4	0.05	5.4	19.3	11.49408627	4.483083248	12.36890507
18.07.1996 00:00	25	12	36	13.4	17.4	20.1	10.2	10.7	0.05	15.43066597	8.572814941	14.72926235
19.07.1996 00:00	30	13	38	12.3	12.1	15.8	17.5	12.1	5.6	18.62724304	7.452941418	17.18601036
20.07.1996 00:00	20	20	0	18.5	75	26.8	32.3	71.1	0.05	16.13933182	5.198573589	16.25965691
21.07.1996 00:00	4	15	11	12.5	6.6	10.8	6.7	0.6	15.2	3.730028152	2.287831545	6.182554245
22.07.1996 00:00	7.2	10	26	6.3	15	7.6	0	0	19.2	4.070777416	1.494239092	6.888307571
23.07.1996 00:00	9	13	0	1.5	11.9	0.8	0	0	10	4.805598736	2.609065771	4.573001385
24.07.1996 00:00	5	4	0	17.1	47	0.6	0	0	90.4	3.478646755	1.10575366	3.296218872
25.07.1996 00:00	32	3.5	0	24.2	5.3	3.6	0	2.7	15.1	16.96674538	8.243254662	17.08590698
26.07.1996 00:00	30.5	2	52	1	10.3	0.4	0.05	0.3	10.2	15.48770618	5.994745731	15.05636215
27.07.1996 00:00	24	0.5	6	9	16.3	1.4	5.3	1.4	60.5	13.49383354	6.753783226	14.05331898
28.07.1996 00:00	29	10.5	7	4	9.4	1.8	12	0	0.05	16.93431854	10.49136734	16.07725525
29.07.1996 00:00	0	15	2	11	45	0.6	0	0	30	1.347866297	10.88539982	2.009986877
30.07.1996 00:00	0.5	15	22	40.5	17.4	19	6	2.1	15.2	2.788869381	4.613811016	3.9249084
31.07.1996 00:00	24.5	27.5	72	39.2	30.5	51.6	6.5	3.3	16	14.95038509	5.794033527	16.49712372
01.08.1996 00:00	13	14	24	17	46	20.8	80.2	20.5	0	20.9728775	4.37613678	16.94621658
02.08.1996 00:00	15	8	10	4	17.5	0.6	0	0	11.2	7.754301548	3.948539495	8.803236008
03.08.1996 00:00	5.5	8	22	25.5	9.4	5	42.5	7.4	5	10.84344959	2.921647072	10.28191566
04.08.1996 00:00	9	16	24	11	11.5	0	0	0	30.2	5.13654995	3.649873972	5.900408268
05.08.1996 00:00	8.5	8.5	1	1	0	0	0	0	13.1	4.329953671	1.731265545	4.453457832
06.08.1996 00:00	7	18.5	14	0	11.1	0	0.05	0	5	4.064486027	9.263144493	5.157276154
07.08.1996 00:00	13.5	12.5	68	31.5	25	25.4	10.5	2.4	0	9.715512276	10.68287563	10.92413235
08.08.1996 00:00	12.5	21	12	14.2	3.7	21.4	22.5	2.8	20.2	10.70309544	6.805548668	10.21934319
09.08.1996 00:00	29	17	8	24	0	23.1	2.1	9	10.1	15.31527233	6.925005913	15.97555542
10.08.1996 00:00	27	16	4	6.5	10.5	0	5	0	19.4	14.35711956	8.571578979	15.35345173
11.08.1996 00:00	29	18	50	22	9.3	9.6	15	0	16.3	17.93948174	7.111174107	16.51281929
12.08.1996 00:00	13	28.5	28	28.6	11.4	16.6	8	0	0	8.900156975	2.725961924	9.805231094
13.08.1996 00:00	15	28.5	36.5	24	105	40.6	15.2	7.4	12.2	11.18457603	7.266582012	11.58195782
14.08.1996 00:00	12.5	22	31	25	27	27.4	16.5	23.7	0	10.50464535	13.78359604	10.79570675
15.08.1996 00:00	20.5	25.5	0	23.5	104	58.6	14.5	5.4	1.2	13.61614513	9.333439827	13.64626026
16.08.1996 00:00	50	22	12	37	57.2	37.4	0	20.8	12	25.64178276	9.874694824	25.33364677
17.08.1996 00:00	7.5	25	80	35.5	0	64.4	30	3.7	1	10.45282936	2.167293787	11.76410484
18.08.1996 00:00	10.5	31	32	39	0	17.8	34.5	5.5	30.2	13.12553787	4.243288994	11.67404366
19.08.1996 00:00	17	7.3	68	31	15.4	42.6	20.6	17.6	6.4	13.38852692	5.095227718	12.41513443
20.08.1996 00:00	98	4.2	0	0	0	0	0.05	0	0	47.88134003	19.71013832	44.09895706
21.08.1996 00:00	36	37	8	11.5	37	1.3	5.3	0	12.2	19.78709602	11.56495953	18.54735184
